주문날짜,target_audience,수량,금액,평점,배송소요시간,주문건수,spend,clicks,impressions,conversions,revenue_generated,roas
2023-03-25,Premium,12,5920.56,3.2,23.4,5,2916.87,917.0,8006.0,36.0,8987.84,2.03
2023-03-25,Regular,2,1200.31,4.0,10.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-26,Inactive,4,2230.13,3.5,34.0,2,7914.290000000001,1727.0,18329.0,252.0,16062.79,3.2566666666666664
2023-03-26,New Users,1,186.08,4.0,22.0,1,2739.57,713.0,6557.0,36.0,2195.17,1.54
2023-03-26,Premium,12,5649.59,3.4,16.2,5,4434.81,377.0,3264.0,33.0,5948.99,2.85
2023-03-26,Regular,1,517.03,1.0,33.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,Inactive,1,369.28,5.0,19.0,1,11127.130000000001,1710.0,24665.0,223.0,18540.45,3.185
2023-03-27,New Users,3,2634.21,4.0,29.0,1,2902.6,409.0,7627.0,95.0,4870.49,3.85
2023-03-27,Premium,3,688.14,3.0,10.0,1,9507.45,1789.0,15253.0,129.0,19363.87,3.83
2023-03-27,Regular,7,3254.04,2.3333333333333335,17.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,Inactive,2,860.58,4.0,14.5,2,5550.379999999999,1222.0,5281.0,99.0,11314.67,2.21
2023-03-28,New Users,7,1043.03,4.5,16.5,4,4129.05,812.0,1746.0,54.0,5963.97,3.25
2023-03-28,Regular,7,1279.3700000000001,3.3333333333333335,19.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,Inactive,9,6225.75,2.6666666666666665,19.0,3,2485.6,487.0,8009.0,22.0,9232.8,3.23
2023-03-29,New Users,4,954.1299999999999,5.0,26.0,2,3170.66,798.0,7888.0,61.0,4184.41,2.32
2023-03-29,Premium,6,2999.82,3.6666666666666665,15.666666666666666,3,9001.57,1978.0,9709.0,235.0,15815.82,2.0166666666666666
2023-03-29,Regular,4,2722.94,3.5,19.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,Inactive,2,844.46,4.0,7.0,1,4883.96,686.0,8892.0,46.0,8800.23,2.73
2023-03-30,New Users,6,3452.1,3.0,19.0,3,7202.75,1289.0,13873.0,224.0,17181.25,2.733333333333333
2023-03-30,Premium,1,906.54,4.0,12.0,1,3366.67,775.0,3916.0,96.0,6669.28,1.77
2023-03-30,Regular,4,1507.49,3.5,32.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,Inactive,1,310.69,4.0,13.0,1,2754.4,607.0,2642.0,14.0,5412.99,1.99
2023-03-31,New Users,7,3363.9700000000003,3.3333333333333335,20.666666666666668,3,9905.119999999999,2673.0,18476.0,259.0,17853.61,3.6799999999999997
2023-03-31,Premium,2,1291.94,3.0,25.5,2,6306.59,1526.0,12073.0,127.0,8306.220000000001,3.08
2023-03-31,Regular,3,1021.98,5.0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,Inactive,5,3744.61,3.0,22.0,3,8432.32,1383.0,4891.0,104.0,13936.83,3.105
2023-04-01,New Users,3,509.64,4.0,17.0,1,2162.37,222.0,3633.0,91.0,5409.96,2.1
2023-04-01,Premium,3,2633.94,5.0,22.0,1,15707.01,2246.0,35042.0,182.0,26119.85,2.735
2023-04-01,Regular,3,2476.38,2.0,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Inactive,6,3447.66,3.0,12.5,2,10832.310000000001,1597.0,22203.0,247.0,24633.04,2.6
2023-04-02,New Users,3,1310.16,4.0,22.0,2,10499.11,1846.0,16699.0,180.0,11794.86,2.53
2023-04-02,Premium,9,4237.79,4.25,14.25,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Regular,1,90.56,4.0,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,Inactive,6,3954.37,3.3333333333333335,22.0,3,6027.379999999999,967.0,12459.0,75.0,7467.39,1.67
2023-04-03,New Users,3,480.21,1.0,18.0,1,3418.02,151.0,3693.0,77.0,7337.66,2.52
2023-04-03,Premium,3,1164.38,3.5,31.0,2,5187.17,1113.0,16521.0,109.0,13009.05,2.325
2023-04-04,Inactive,8,3545.88,2.3333333333333335,17.333333333333332,3,4985.54,990.0,7783.0,100.0,14401.65,2.055
2023-04-04,New Users,3,1955.79,4.0,18.0,1,5579.4,825.0,14069.0,190.0,13682.36,2.83
2023-04-04,Premium,1,114.52,4.0,17.0,1,6323.120000000001,1149.0,9586.0,95.0,13714.869999999999,2.36
2023-04-04,Regular,5,2289.9399999999996,4.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,Inactive,10,6357.389999999999,2.75,19.5,4,1239.22,712.0,9999.0,69.0,9901.62,2.45
2023-04-05,New Users,2,550.06,2.0,20.0,1,4906.1,280.0,3655.0,53.0,7788.79,1.61
2023-04-05,Premium,7,2545.7799999999997,3.3333333333333335,17.0,3,4673.030000000001,1103.0,15901.0,172.0,16418.98,3.295
2023-04-05,Regular,1,545.0,3.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,Inactive,5,1671.0500000000002,4.5,14.0,2,7534.969999999999,2600.0,17816.0,166.0,18527.61,1.7833333333333332
2023-04-06,New Users,8,2406.8500000000004,3.25,16.5,4,12547.42,2104.0,16261.0,223.0,25636.29,2.65
2023-04-06,Premium,9,6590.57,3.75,21.25,4,3873.04,744.0,5698.0,99.0,5814.04,3.76
2023-04-06,Regular,4,2406.51,3.5,21.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,Inactive,4,1897.8999999999999,4.5,15.0,2,3233.39,630.0,6558.0,74.0,4216.39,2.21
2023-04-07,New Users,2,1002.7800000000001,3.0,15.5,2,4353.75,157.0,5940.0,61.0,2476.51,2.76
2023-04-07,Premium,5,1953.4399999999998,3.5,22.0,2,9390.689999999999,2568.0,27222.0,271.0,20057.26,2.93
2023-04-07,Regular,6,1362.1599999999999,2.5,14.75,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,Inactive,3,2027.4899999999998,1.0,25.5,2,1913.55,453.0,6081.0,21.0,4301.5,3.1
2023-04-08,Premium,8,3668.85,4.0,23.666666666666668,3,8932.740000000002,1196.0,19589.0,133.0,18802.8,2.4499999999999997
2023-04-09,Inactive,1,922.64,4.0,20.0,1,9876.7,936.0,12814.0,168.0,17951.2,2.9499999999999997
2023-04-09,New Users,2,1740.58,3.0,8.0,1,5413.45,1311.0,5935.0,180.0,16615.36,2.315
2023-04-09,Premium,10,6935.72,3.75,17.25,4,7555.91,1141.0,14479.0,82.0,13565.59,3.1500000000000004
2023-04-09,Regular,11,8335.23,2.6,14.6,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,Inactive,7,5550.43,2.6666666666666665,16.0,3,6411.12,563.0,13793.0,103.0,12607.02,2.54
2023-04-10,New Users,1,48.55,4.0,19.0,1,1934.35,801.0,8100.0,84.0,5040.8,2.94
2023-04-10,Premium,4,1127.18,3.0,6.5,2,10831.68,1560.0,16875.0,235.0,15406.26,2.4133333333333336
2023-04-10,Regular,4,427.67,4.0,34.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,Inactive,1,702.71,5.0,22.0,1,4221.53,860.0,17690.0,136.0,11685.1,2.54
2023-04-11,New Users,7,5770.82,3.3333333333333335,18.666666666666668,3,4097.76,891.0,2741.0,81.0,4017.56,3.64
2023-04-11,Premium,3,2556.06,2.0,41.0,1,11199.13,901.0,19480.0,194.0,21717.9,2.7100000000000004
2023-04-11,Regular,11,8161.06,3.0,18.833333333333332,6,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,Inactive,5,1491.71,3.5,23.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,New Users,1,275.03,3.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,Premium,1,968.94,4.0,32.0,1,11795.49,3267.0,25586.0,210.0,25587.239999999998,2.65
2023-04-12,Regular,6,3671.8199999999997,4.0,14.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,Inactive,5,3141.9,4.5,15.0,2,1327.54,305.0,9712.0,10.0,4883.8,1.76
2023-04-13,New Users,4,450.55,4.0,23.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,Premium,4,1755.7099999999998,3.0,19.5,2,7295.86,2392.0,11995.0,150.0,13730.76,3.3033333333333332
2023-04-13,Regular,7,4791.21,3.0,24.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-14,Inactive,5,1045.5900000000001,3.6666666666666665,17.0,3,3545.74,821.0,2683.0,62.0,9962.45,1.64
2023-04-14,New Users,2,1754.86,1.0,17.0,1,18501.95,2260.0,27928.0,303.0,29732.12,3.3899999999999997
2023-04-14,Premium,1,416.65,2.0,12.0,1,3667.09,900.0,4915.0,10.0,9303.79,2.24
2023-04-14,Regular,4,574.85,3.5,22.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,Inactive,4,457.66,3.5,18.0,2,12123.95,1221.0,12635.0,226.0,19308.1,2.92
2023-04-15,New Users,7,5710.83,3.3333333333333335,20.0,3,12105.13,1290.0,16862.0,163.0,20045.86,3.2566666666666664
2023-04-15,Premium,3,1304.02,3.0,24.5,2,4125.0599999999995,641.0,7467.0,153.0,15812.27,1.9649999999999999
2023-04-15,Regular,2,1654.88,4.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,Inactive,4,966.7,3.5,14.0,2,15299.43,2489.0,27009.0,243.0,29988.79,2.48
2023-04-16,New Users,15,5462.33,3.0,21.0,6,8958.14,1902.0,23352.0,244.0,16354.779999999999,2.566666666666667
2023-04-16,Premium,3,1513.07,2.5,14.5,2,3481.5,938.0,4577.0,31.0,8542.15,3.25
2023-04-16,Regular,10,3304.3,4.25,19.5,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,Inactive,5,4580.27,4.0,14.5,2,11464.04,2475.0,20429.0,171.0,25442.4,2.4825
2023-04-17,New Users,6,3260.4500000000003,3.3333333333333335,26.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,Premium,2,594.37,3.0,21.5,2,7409.58,1850.0,12920.0,116.0,21730.35,3.5066666666666664
2023-04-17,Regular,5,3111.7000000000003,3.5,18.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-18,Inactive,3,2983.68,5.0,14.0,1,8741.7,860.0,6748.0,163.0,6322.24,1.98
2023-04-18,Regular,5,1823.83,3.5,17.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-19,Inactive,3,643.9300000000001,3.5,25.5,2,2895.57,530.0,8560.0,28.0,8546.35,2.58
2023-04-19,New Users,6,2741.77,4.0,30.666666666666668,3,10569.81,1445.0,25223.0,162.0,22105.42,2.6533333333333333
2023-04-19,Regular,4,2414.01,3.0,11.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-20,Regular,2,326.06,4.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21,Inactive,6,2929.5699999999997,4.0,22.0,5,11211.310000000001,971.0,15692.0,265.0,15431.939999999999,3.1233333333333335
2023-04-21,New Users,4,1203.3,3.6666666666666665,16.666666666666668,3,12975.83,2031.0,18829.0,190.0,15394.95,2.1950000000000003
2023-04-21,Premium,4,836.24,2.5,22.0,2,2120.49,417.0,2244.0,94.0,4531.47,2.07
2023-04-21,Regular,8,2763.34,3.0,26.0,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22,New Users,2,339.76,1.0,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22,Premium,1,97.04,3.0,23.0,1,9584.79,1607.0,24808.0,330.0,29374.66,2.36
2023-04-22,Regular,2,865.49,3.5,14.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-23,Inactive,6,3295.9799999999996,5.0,26.5,2,8019.15,771.0,12349.0,48.0,8134.4400000000005,2.65
2023-04-23,New Users,9,3264.07,3.25,18.0,4,7717.92,1729.0,18061.0,141.0,10729.970000000001,2.6966666666666668
2023-04-23,Premium,3,1425.12,3.0,35.0,1,13540.09,2011.0,17747.0,139.0,21606.239999999998,3.3333333333333335
2023-04-23,Regular,3,2343.24,4.0,33.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-24,Inactive,1,727.95,5.0,22.0,1,5899.6,2094.0,16523.0,199.0,20599.87,2.793333333333333
2023-04-24,New Users,4,1982.2600000000002,4.0,27.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-24,Premium,3,608.04,3.0,23.0,2,12195.92,2990.0,24648.0,182.0,22885.41,2.9425
2023-04-24,Regular,5,1239.23,3.3333333333333335,25.333333333333332,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-25,Inactive,12,6709.900000000001,3.5,14.166666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-25,New Users,4,2376.69,2.6666666666666665,14.666666666666666,3,3827.67,654.0,14097.0,73.0,11922.33,2.645
2023-04-25,Premium,6,3432.24,3.0,5.0,2,12667.41,3021.0,33814.0,358.0,23568.41,2.6350000000000002
2023-04-25,Regular,3,1889.63,4.5,17.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-26,Inactive,4,2182.91,3.0,18.5,2,4588.26,981.0,11217.0,137.0,7937.55,2.8449999999999998
2023-04-26,Premium,9,4869.1900000000005,3.5,23.0,4,13505.95,1653.0,30200.0,275.0,34366.29,2.626
2023-04-26,Regular,4,2891.79,2.5,15.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-27,Inactive,1,891.6,3.0,38.0,1,17664.7,2346.0,31085.0,125.0,29295.199999999997,3.07
2023-04-27,New Users,6,3258.2,3.0,18.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-27,Premium,3,2920.32,4.0,20.0,1,3688.79,180.0,7302.0,76.0,6023.25,2.91
2023-04-28,Inactive,3,2611.1099999999997,5.0,20.5,2,1448.96,627.0,9827.0,60.0,7026.95,1.83
2023-04-28,New Users,1,255.35,2.0,17.0,1,10437.49,1302.0,22208.0,242.0,27456.620000000003,3.005
2023-04-28,Premium,2,1603.62,5.0,20.0,1,10177.89,1258.0,21673.0,258.0,23085.22,2.4425
2023-04-28,Regular,1,825.46,1.0,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-29,New Users,3,2179.23,4.0,12.0,1,7151.4800000000005,1501.0,15829.0,239.0,24292.41,2.2933333333333334
2023-04-29,Regular,4,3658.6800000000003,1.0,15.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-30,Inactive,8,2298.62,2.75,21.25,4,10527.85,1793.0,5019.0,102.0,17134.39,2.53
2023-04-30,New Users,6,1255.63,3.6666666666666665,22.0,3,6915.67,918.0,10038.0,109.0,15755.97,2.2199999999999998
2023-04-30,Premium,1,869.22,3.0,12.0,1,7805.25,1054.0,6911.0,59.0,7791.799999999999,2.535
2023-04-30,Regular,9,6069.530000000001,2.75,27.0,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,New Users,2,1558.9,3.0,11.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,Premium,3,1141.76,3.0,18.0,2,10701.92,1816.0,33315.0,178.0,22868.769999999997,2.61
2023-05-01,Regular,5,4406.1,2.0,20.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-02,Inactive,1,726.41,4.0,34.0,1,8156.969999999999,1222.0,16096.0,176.0,19276.89,2.466666666666667
2023-05-02,New Users,5,1619.08,2.0,18.5,2,14640.869999999999,2599.0,22135.0,192.0,20519.98,2.7925
2023-05-02,Premium,1,545.0,3.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-02,Regular,6,1569.69,3.5,15.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-03,Inactive,3,959.4,4.0,18.0,1,8315.2,1166.0,11661.0,100.0,4920.17,3.5949999999999998
2023-05-03,New Users,1,443.17,3.0,42.0,1,1899.54,839.0,1516.0,61.0,2384.38,1.52
2023-05-03,Premium,11,5489.950000000001,3.0,22.0,4,8858.67,546.0,9728.0,149.0,6058.5,1.7650000000000001
2023-05-03,Regular,9,5118.65,3.4,19.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-04,Inactive,7,4040.0199999999995,3.0,18.666666666666668,3,3350.49,118.0,8610.0,46.0,9849.44,1.65
2023-05-04,New Users,6,3558.0,3.3333333333333335,18.333333333333332,3,10780.52,1289.0,14676.0,140.0,17434.2,2.74
2023-05-04,Premium,3,2794.83,3.0,13.0,1,2992.47,866.0,5049.0,70.0,7641.51,2.92
2023-05-04,Regular,7,1578.97,4.0,24.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-05,Inactive,6,3409.31,4.0,20.25,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-05,New Users,7,1342.77,3.3333333333333335,19.333333333333332,3,6564.599999999999,1114.0,10143.0,140.0,13745.8,2.74
2023-05-05,Premium,5,2933.38,2.5,18.5,2,12451.199999999999,1909.0,14622.0,303.0,35265.81,3.0775
2023-05-05,Regular,18,9293.75,2.857142857142857,17.142857142857142,7,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-06,Inactive,6,1339.98,2.6666666666666665,13.0,3,6483.06,1430.0,11035.0,35.0,13918.08,2.59
2023-05-06,New Users,2,247.48,5.0,23.0,1,12010.220000000001,2060.0,12111.0,119.0,15148.14,2.6999999999999997
2023-05-06,Premium,9,6078.360000000001,3.0,20.0,4,2316.16,722.0,5675.0,38.0,2219.3,1.87
2023-05-06,Regular,8,4800.55,3.0,15.75,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07,Inactive,3,1296.0,1.0,23.0,1,7548.18,940.0,9012.0,106.0,15878.810000000001,2.5650000000000004
2023-05-07,New Users,2,1091.49,1.0,29.5,2,9454.42,2094.0,19954.0,76.0,17220.23,2.6333333333333333
2023-05-07,Premium,2,1090.98,2.0,24.0,1,1896.58,916.0,8598.0,17.0,7115.31,3.73
2023-05-07,Regular,7,1960.5100000000002,3.0,24.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-08,Inactive,8,2085.5,3.25,23.75,4,6104.88,2315.0,16445.0,173.0,19420.39,3.013333333333333
2023-05-08,New Users,4,2508.63,3.0,19.0,3,5487.39,1662.0,8733.0,22.0,12769.15,2.35
2023-05-08,Premium,6,1766.53,3.75,18.75,4,5836.9400000000005,1188.0,14102.0,43.0,9504.48,1.685
2023-05-08,Regular,7,3238.41,4.75,21.25,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-09,Inactive,5,3659.71,3.5,20.0,2,3192.64,706.0,2917.0,70.0,3819.96,3.7
2023-05-09,New Users,4,3512.5,3.0,25.5,2,6019.09,1678.0,9082.0,110.0,15488.42,2.95
2023-05-09,Premium,6,1968.93,2.3333333333333335,20.666666666666668,3,11087.84,1062.0,22433.0,65.0,18092.66,2.5966666666666667
2023-05-09,Regular,6,4034.96,3.6666666666666665,14.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-10,Inactive,3,1016.94,3.0,18.0,2,5331.45,999.0,5380.0,184.0,18589.96,2.2
2023-05-10,New Users,6,3135.77,2.25,10.5,4,9773.02,2094.0,18062.0,167.0,23255.09,2.4499999999999997
2023-05-10,Premium,5,3090.48,4.5,26.5,2,14093.82,1757.0,25501.0,122.0,30242.670000000002,2.2175
2023-05-10,Regular,3,295.64,2.0,28.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-11,New Users,3,1317.72,5.0,13.0,1,5318.16,937.0,7872.0,98.0,17909.79,1.8199999999999998
2023-05-11,Premium,2,575.62,5.0,10.0,1,14962.630000000001,2485.0,20637.0,350.0,26367.96,2.7199999999999998
2023-05-11,Regular,6,4338.900000000001,3.5,21.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-12,New Users,6,1869.0300000000002,3.6666666666666665,18.0,3,7719.0599999999995,1439.0,12900.0,164.0,17253.83,2.0766666666666667
2023-05-12,Premium,15,5400.639999999999,3.5714285714285716,16.285714285714285,7,2955.57,721.0,8379.0,77.0,8980.91,2.74
2023-05-13,Inactive,11,4417.04,2.6,16.8,5,5408.1,1496.0,13126.0,59.0,15413.25,2.315
2023-05-13,New Users,3,2405.43,4.0,12.0,1,8055.79,995.0,4600.0,144.0,12398.77,3.525
2023-05-13,Premium,5,3810.68,4.0,16.0,3,11751.21,2071.0,18444.0,242.0,31532.43,2.4349999999999996
2023-05-13,Regular,5,2375.87,3.5,16.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14,Inactive,3,2167.26,3.0,34.0,1,4096.0,482.0,9292.0,11.0,3484.87,1.89
2023-05-14,New Users,2,1738.44,3.0,17.0,1,11630.05,2377.0,21043.0,224.0,23261.14,2.3325
2023-05-14,Premium,7,3493.65,3.0,17.666666666666668,3,1870.39,694.0,3894.0,97.0,9762.51,3.42
2023-05-14,Regular,6,2797.8599999999997,4.0,20.333333333333332,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-15,New Users,4,1150.26,2.5,28.5,2,5244.77,895.0,19089.0,152.0,20459.67,2.6133333333333333
2023-05-15,Premium,2,1989.12,4.0,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-15,Regular,5,1600.92,2.5,18.5,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-16,Inactive,3,1400.63,1.5,14.5,2,1878.3,256.0,2997.0,50.0,7947.33,2.75
2023-05-16,New Users,1,263.7,4.0,29.0,1,11143.15,1634.0,19037.0,127.0,21615.17,3.0833333333333335
2023-05-16,Premium,4,2508.34,4.0,21.5,2,4686.12,1492.0,14319.0,156.0,16512.440000000002,3.35
2023-05-16,Regular,13,7827.459999999999,2.8333333333333335,19.0,6,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-17,Inactive,1,577.13,2.0,19.0,1,13517.91,1771.0,26793.0,195.0,23629.32,2.615
2023-05-17,New Users,6,2438.4900000000002,4.0,31.0,2,1076.66,188.0,5973.0,24.0,4624.89,1.56
2023-05-17,Premium,18,10858.57,3.875,21.125,8,3314.93,552.0,6041.0,32.0,5418.18,2.73
2023-05-17,Regular,5,2600.42,4.0,14.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-18,New Users,5,1332.92,3.5,18.0,2,6366.34,1190.0,16711.0,193.0,17021.87,2.5300000000000002
2023-05-18,Premium,7,4601.38,2.5,20.0,4,9345.64,1903.0,15799.0,202.0,15670.82,2.6666666666666665
2023-05-18,Regular,4,2617.83,4.0,24.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-19,Inactive,1,141.28,2.0,15.0,1,7780.47,1181.0,10973.0,118.0,9439.72,3.5250000000000004
2023-05-19,New Users,10,2705.68,3.6,16.6,5,8888.26,765.0,16400.0,199.0,17039.02,2.53
2023-05-19,Premium,9,3258.27,2.3333333333333335,16.0,3,6262.49,1218.0,10335.0,127.0,7790.530000000001,3.5300000000000002
2023-05-19,Regular,9,5232.15,3.4,19.2,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-20,Inactive,3,1064.73,3.0,15.0,1,10657.45,1811.0,19176.0,251.0,23899.05,2.5925000000000002
2023-05-20,New Users,3,862.3399999999999,3.3333333333333335,13.0,3,1627.12,546.0,4590.0,89.0,9253.4,3.88
2023-05-20,Premium,10,4096.0,3.25,15.25,4,8127.85,1320.0,13998.0,35.0,16167.900000000001,3.63
2023-05-20,Regular,2,1343.1,5.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21,Inactive,1,307.23,3.0,17.0,1,4693.06,571.0,9393.0,16.0,2106.99,1.62
2023-05-21,New Users,3,1582.5500000000002,3.0,15.5,2,12056.720000000001,3006.0,25775.0,159.0,19133.51,3.23
2023-05-22,Inactive,4,3171.64,3.0,11.5,2,2599.59,865.0,1264.0,10.0,7936.39,3.75
