주문날짜,target_audience,상품명,수량,금액,평점,배송소요시간,주문건수,카테고리,브랜드,spend,clicks,impressions,conversions,revenue_generated,roas
2023-03-20,New Users,Orange Juice,1,264.89,4.0,20.0,1,Cold Drinks & Juices,Chana LLC,12205.85,2674.0,12576.0,218.0,20611.89,2.9375
2023-03-20,Premium,Pain Reliever,1,530.85,5.0,17.0,1,Pharmacy,"Batra, Sant and Mandal",5888.24,1522.0,7644.0,127.0,11209.91,3.355
2023-03-20,Regular,Onions,1,947.95,4.0,26.0,1,Fruits & Vegetables,Aurora LLC,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,Inactive,Toilet Cleaner,1,123.74,3.0,15.0,1,Household Care,"Murty, Varghese and Saxena",5043.98,1303.0,14074.0,149.0,12493.56,3.33
2023-03-21,Inactive,Vitamins,2,957.58,2.0,23.0,1,Pharmacy,"Magar, Gara and Garg",5043.98,1303.0,14074.0,149.0,12493.56,3.33
2023-03-21,New Users,Cat Food,3,646.95,4.0,29.0,1,Pet Care,"Krishna, Bail and Dyal",0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,New Users,Cookies,1,237.62,3.0,34.0,1,Snacks & Munchies,Mital-Oza,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,New Users,Frozen Biryani,4,1585.68,3.0,15.5,2,Instant & Frozen Food,Sabharwal-Mital,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,New Users,Frozen Vegetables,3,1021.98,3.0,30.0,1,Instant & Frozen Food,"Kara, Sodhi and Bassi",0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,New Users,Pet Treats,3,2398.38,3.0,8.0,1,Pet Care,"Sharma, Chandra and Prashad",0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,New Users,Toothpaste,1,672.73,4.0,10.0,1,Personal Care,Kaur-Gola,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,Premium,Lotion,3,2449.14,3.0,47.0,1,Personal Care,"Sampath, Mane and Mody",15576.630000000001,2680.0,25457.0,333.0,32148.5,2.416
2023-03-21,Premium,Onions,1,947.95,2.0,12.0,1,Fruits & Vegetables,Aurora LLC,15576.630000000001,2680.0,25457.0,333.0,32148.5,2.416
2023-03-21,Regular,Biscuits,2,1380.16,4.0,9.0,1,Snacks & Munchies,"Chad, Yohannan and Chopra",0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,Regular,Toothpaste,1,877.98,4.0,29.0,1,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,0.0,0.0,0.0,0.0
2023-03-22,Inactive,Chips,2,192.66,4.0,19.0,1,Snacks & Munchies,Mann-Kapadia,4078.9,917.0,9215.0,95.0,6369.96,3.19
2023-03-22,Inactive,Lemonade,2,665.68,3.0,14.0,1,Cold Drinks & Juices,Ramesh-Jain,4078.9,917.0,9215.0,95.0,6369.96,3.19
2023-03-22,Inactive,Pulses,2,1557.8,4.0,6.0,1,Grocery & Staples,Balasubramanian PLC,4078.9,917.0,9215.0,95.0,6369.96,3.19
2023-03-22,New Users,Cat Food,1,671.55,4.0,22.0,1,Pet Care,Acharya Ltd,12630.82,1393.0,20766.0,253.0,19654.41,2.5100000000000002
2023-03-22,New Users,Dog Food,1,491.39,4.0,6.0,1,Pet Care,Ramanathan Group,12630.82,1393.0,20766.0,253.0,19654.41,2.5100000000000002
2023-03-22,Premium,Potatoes,2,254.32,3.0,12.0,1,Fruits & Vegetables,Ramaswamy-Tata,3724.46,1190.0,16295.0,108.0,9596.24,2.565
2023-03-23,New Users,Bread,3,2312.44,3.0,13.5,2,Dairy & Breakfast,"Bains, Deol and Vaidya",2454.03,388.0,2362.0,82.0,4993.38,2.23
2023-03-23,New Users,Pain Reliever,2,1264.86,3.0,44.0,1,Pharmacy,Basu and Sons,2454.03,388.0,2362.0,82.0,4993.38,2.23
2023-03-23,Premium,Wheat Flour,2,886.34,3.0,8.0,1,Grocery & Staples,"Gala, Magar and Rajagopal",0.0,0.0,0.0,0.0,0.0,0.0
2023-03-23,Regular,Carrots,1,825.46,3.0,14.0,1,Fruits & Vegetables,Uppal Group,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-24,Inactive,Lotion,2,639.6,2.0,24.0,1,Personal Care,Munshi-Grewal,1873.15,662.0,6810.0,63.0,2188.86,2.85
2023-03-24,Inactive,Toilet Cleaner,1,994.56,5.0,24.0,1,Household Care,"Gera, Narang and Karpe",1873.15,662.0,6810.0,63.0,2188.86,2.85
2023-03-24,New Users,Cat Food,1,316.02,5.0,17.0,1,Pet Care,Saini LLC,12422.25,2529.0,22015.0,249.0,30109.760000000002,2.5
2023-03-24,Premium,Rice,3,404.07,4.0,12.0,1,Grocery & Staples,Tella-Master,3685.58,118.0,4372.0,21.0,6105.73,2.72
2023-03-25,Inactive,Detergent,1,193.46,1.0,19.0,1,Household Care,"Parikh, Oak and Kara",5659.23,910.0,6843.0,109.0,10448.46,3.545
2023-03-25,New Users,Bread,2,1765.02,4.0,21.0,1,Dairy & Breakfast,Kala Group,14368.71,648.0,20928.0,180.0,12043.11,3.3200000000000003
2023-03-25,New Users,Cola,2,88.7,4.0,13.0,1,Cold Drinks & Juices,"Basu, Rout and Mistry",14368.71,648.0,20928.0,180.0,12043.11,3.3200000000000003
2023-03-25,New Users,Pulses,1,778.9,3.0,11.0,1,Grocery & Staples,Balasubramanian PLC,14368.71,648.0,20928.0,180.0,12043.11,3.3200000000000003
2023-03-25,Premium,Carrots,2,709.82,4.0,43.0,1,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",2916.87,917.0,8006.0,36.0,8987.84,2.03
2023-03-25,Premium,Eggs,2,422.5,4.0,14.0,1,Dairy & Breakfast,Subramaniam LLC,2916.87,917.0,8006.0,36.0,8987.84,2.03
2023-03-25,Premium,Frozen Biryani,3,2307.7200000000003,2.0,31.0,1,Instant & Frozen Food,Som Inc,2916.87,917.0,8006.0,36.0,8987.84,2.03
2023-03-25,Premium,Instant Noodles,2,1303.86,3.0,14.0,1,Instant & Frozen Food,"Nadig, Zachariah and Soni",2916.87,917.0,8006.0,36.0,8987.84,2.03
2023-03-25,Premium,Pet Treats,3,1176.66,3.0,15.0,1,Pet Care,Narayanan-Kumar,2916.87,917.0,8006.0,36.0,8987.84,2.03
2023-03-25,Regular,Bread,1,882.51,5.0,5.0,1,Dairy & Breakfast,Kala Group,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-25,Regular,Frozen Biryani,1,317.8,3.0,15.0,1,Instant & Frozen Food,Sabharwal-Mital,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-26,Inactive,Lemonade,1,332.84,4.0,39.0,1,Cold Drinks & Juices,Ramesh-Jain,7914.290000000001,1727.0,18329.0,252.0,16062.79,3.2566666666666664
2023-03-26,Inactive,Pain Reliever,3,1897.29,3.0,29.0,1,Pharmacy,Basu and Sons,7914.290000000001,1727.0,18329.0,252.0,16062.79,3.2566666666666664
2023-03-26,New Users,Frozen Pizza,1,186.08,4.0,22.0,1,Instant & Frozen Food,Baral Group,2739.57,713.0,6557.0,36.0,2195.17,1.54
2023-03-26,Premium,Bread,2,1573.7,1.0,21.0,1,Dairy & Breakfast,"Bains, Deol and Vaidya",4434.81,377.0,3264.0,33.0,5948.99,2.85
2023-03-26,Premium,Cough Syrup,1,785.67,4.0,17.0,1,Pharmacy,Kurian-Chhabra,4434.81,377.0,3264.0,33.0,5948.99,2.85
2023-03-26,Premium,Pain Reliever,3,2664.36,3.0,16.0,1,Pharmacy,Gaba LLC,4434.81,377.0,3264.0,33.0,5948.99,2.85
2023-03-26,Premium,Soap,3,145.64999999999998,5.0,9.0,1,Personal Care,"Shere, Thakur and Naik",4434.81,377.0,3264.0,33.0,5948.99,2.85
2023-03-26,Premium,Toilet Cleaner,3,480.21,4.0,18.0,1,Household Care,Batta-Doctor,4434.81,377.0,3264.0,33.0,5948.99,2.85
2023-03-26,Regular,Pet Treats,1,517.03,1.0,33.0,1,Pet Care,Pillay-Ahuja,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,Inactive,Frozen Biryani,1,369.28,5.0,19.0,1,Instant & Frozen Food,Agate Ltd,11127.130000000001,1710.0,24665.0,223.0,18540.45,3.185
2023-03-27,New Users,Lotion,3,2634.21,4.0,29.0,1,Personal Care,Dalal-Shan,2902.6,409.0,7627.0,95.0,4870.49,3.85
2023-03-27,Premium,Instant Noodles,3,688.14,3.0,10.0,1,Instant & Frozen Food,Dar-Kumar,9507.45,1789.0,15253.0,129.0,19363.87,3.83
2023-03-27,Regular,Cheese,4,2864.01,2.0,19.5,2,Dairy & Breakfast,Padmanabhan-Virk,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,Regular,Orange Juice,3,390.03,3.0,14.0,1,Cold Drinks & Juices,Murthy-Kaul,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,Inactive,Cheese,1,578.85,4.0,14.0,1,Dairy & Breakfast,Banik-Ratta,5550.379999999999,1222.0,5281.0,99.0,11314.67,2.21
2023-03-28,Inactive,Eggs,1,281.73,4.0,15.0,1,Dairy & Breakfast,Chaudhuri PLC,5550.379999999999,1222.0,5281.0,99.0,11314.67,2.21
2023-03-28,New Users,Biscuits,1,418.48,4.0,26.0,1,Snacks & Munchies,Nagar LLC,4129.05,812.0,1746.0,54.0,5963.97,3.25
2023-03-28,New Users,Onions,3,381.24,5.0,12.0,1,Fruits & Vegetables,"Wali, Sood and Bala",4129.05,812.0,1746.0,54.0,5963.97,3.25
2023-03-28,New Users,Orange Juice,2,33.72,5.0,13.0,1,Cold Drinks & Juices,Toor-Nagar,4129.05,812.0,1746.0,54.0,5963.97,3.25
2023-03-28,New Users,Tomatoes,1,209.59,4.0,15.0,1,Fruits & Vegetables,Barad and Sons,4129.05,812.0,1746.0,54.0,5963.97,3.25
2023-03-28,Regular,Cat Food,4,1048.04,3.5,23.0,2,Pet Care,Majumdar PLC,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,Regular,Toilet Cleaner,3,231.33,3.0,13.0,1,Household Care,"Gulati, Ram and Sarkar",0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,Inactive,Bread,3,2854.29,3.0,23.0,1,Dairy & Breakfast,Roy-Char,2485.6,487.0,8009.0,22.0,9232.8,3.23
2023-03-29,Inactive,Dog Food,3,1474.17,4.0,14.0,1,Pet Care,Ramanathan Group,2485.6,487.0,8009.0,22.0,9232.8,3.23
2023-03-29,Inactive,Pain Reliever,3,1897.29,1.0,20.0,1,Pharmacy,Basu and Sons,2485.6,487.0,8009.0,22.0,9232.8,3.23
2023-03-29,New Users,Chocolates,3,791.0999999999999,5.0,33.0,1,Snacks & Munchies,Guha-Subramaniam,3170.66,798.0,7888.0,61.0,4184.41,2.32
2023-03-29,New Users,Detergent,1,163.03,5.0,19.0,1,Household Care,Bir PLC,3170.66,798.0,7888.0,61.0,4184.41,2.32
2023-03-29,Premium,Frozen Biryani,2,1538.48,4.0,16.0,1,Instant & Frozen Food,Som Inc,9001.57,1978.0,9709.0,235.0,15815.82,2.0166666666666666
2023-03-29,Premium,Frozen Pizza,3,863.4300000000001,3.0,18.0,1,Instant & Frozen Food,"Varkey, Devi and Ganguly",9001.57,1978.0,9709.0,235.0,15815.82,2.0166666666666666
2023-03-29,Premium,Pet Treats,1,597.91,4.0,13.0,1,Pet Care,Dubey-Sarin,9001.57,1978.0,9709.0,235.0,15815.82,2.0166666666666666
2023-03-29,Regular,Baby Wipes,2,853.44,4.0,27.0,1,Baby Care,Narula Group,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,Regular,Onions,2,1869.5,3.0,11.0,1,Fruits & Vegetables,Ganesan Ltd,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,Inactive,Cola,2,844.46,4.0,7.0,1,Cold Drinks & Juices,Rastogi Inc,4883.96,686.0,8892.0,46.0,8800.23,2.73
2023-03-30,New Users,Chocolates,2,595.36,3.0,13.0,1,Snacks & Munchies,"Taneja, Kala and Kota",7202.75,1289.0,13873.0,224.0,17181.25,2.733333333333333
2023-03-30,New Users,Dog Food,2,982.78,3.0,7.0,1,Pet Care,Ramanathan Group,7202.75,1289.0,13873.0,224.0,17181.25,2.733333333333333
2023-03-30,New Users,Toilet Cleaner,2,1873.96,3.0,37.0,1,Household Care,"Dayal, Mammen and More",7202.75,1289.0,13873.0,224.0,17181.25,2.733333333333333
2023-03-30,Premium,Pet Treats,1,906.54,4.0,12.0,1,Pet Care,"Basu, Thakur and Rege",3366.67,775.0,3916.0,96.0,6669.28,1.77
2023-03-30,Regular,Cheese,3,958.02,2.0,36.0,1,Dairy & Breakfast,Kapadia-D’Alia,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,Regular,Sugar,1,549.47,5.0,28.0,1,Grocery & Staples,Raghavan Inc,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,Inactive,Sugar,1,310.69,4.0,13.0,1,Grocery & Staples,"Ghose, Ben and Divan",2754.4,607.0,2642.0,14.0,5412.99,1.99
2023-03-31,New Users,Biscuits,3,409.8,3.0,21.0,1,Snacks & Munchies,"Swaminathan, Mahal and Dara",9905.119999999999,2673.0,18476.0,259.0,17853.61,3.6799999999999997
2023-03-31,New Users,Pain Reliever,3,2467.89,3.0,15.0,1,Pharmacy,"Prakash, Bawa and Kale",9905.119999999999,2673.0,18476.0,259.0,17853.61,3.6799999999999997
2023-03-31,New Users,Pet Treats,1,486.28,4.0,26.0,1,Pet Care,"Mani, Dhar and Muni",9905.119999999999,2673.0,18476.0,259.0,17853.61,3.6799999999999997
2023-03-31,Premium,Toilet Cleaner,1,576.22,3.0,25.0,1,Household Care,"Borde, Peri and Upadhyay",6306.59,1526.0,12073.0,127.0,8306.220000000001,3.08
2023-03-31,Premium,Vitamins,1,715.72,3.0,26.0,1,Pharmacy,Parsa-Bala,6306.59,1526.0,12073.0,127.0,8306.220000000001,3.08
2023-03-31,Regular,Frozen Vegetables,3,1021.98,5.0,14.0,1,Instant & Frozen Food,"Kara, Sodhi and Bassi",0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,Inactive,Dish Soap,4,3414.82,2.5,19.5,2,Household Care,Dhar PLC,8432.32,1383.0,4891.0,104.0,13936.83,3.105
2023-04-01,Inactive,Frozen Biryani,1,329.79,4.0,27.0,1,Instant & Frozen Food,Chakrabarti-Batra,8432.32,1383.0,4891.0,104.0,13936.83,3.105
2023-04-01,New Users,Baby Wipes,3,509.64,4.0,17.0,1,Baby Care,Morar-Mistry,2162.37,222.0,3633.0,91.0,5409.96,2.1
2023-04-01,Premium,Toothpaste,3,2633.94,5.0,22.0,1,Personal Care,"Kibe, Contractor and Randhawa",15707.01,2246.0,35042.0,182.0,26119.85,2.735
2023-04-01,Regular,Carrots,3,2476.38,2.0,11.0,1,Fruits & Vegetables,Uppal Group,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Inactive,Lemonade,3,998.52,1.0,10.0,1,Cold Drinks & Juices,Ramesh-Jain,10832.310000000001,1597.0,22203.0,247.0,24633.04,2.6
2023-04-02,Inactive,Lotion,3,2449.14,5.0,15.0,1,Personal Care,"Sampath, Mane and Mody",10832.310000000001,1597.0,22203.0,247.0,24633.04,2.6
2023-04-02,New Users,Pet Treats,1,799.46,3.0,18.0,1,Pet Care,"Sharma, Chandra and Prashad",10499.11,1846.0,16699.0,180.0,11794.86,2.53
2023-04-02,New Users,Popcorn,2,510.7,5.0,26.0,1,Snacks & Munchies,Gulati-Tandon,10499.11,1846.0,16699.0,180.0,11794.86,2.53
2023-04-02,Premium,Cough Syrup,2,181.12,3.0,21.0,1,Pharmacy,Ram-Suri,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Premium,Dog Food,2,162.7,4.0,15.0,1,Pet Care,"Shroff, Wason and Dugar",0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Premium,Onions,3,2632.29,5.0,10.0,1,Fruits & Vegetables,Agarwal-Dhar,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Premium,Spinach,2,1261.68,5.0,11.0,1,Fruits & Vegetables,"Thakur, Shah and Pingle",0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,Regular,Cough Syrup,1,90.56,4.0,28.0,1,Pharmacy,Ram-Suri,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,Inactive,Dog Food,3,1482.51,2.0,12.0,1,Pet Care,Chauhan-Sabharwal,6027.379999999999,967.0,12459.0,75.0,7467.39,1.67
2023-04-03,Inactive,Lotion,2,1756.14,5.0,19.0,1,Personal Care,Dalal-Shan,6027.379999999999,967.0,12459.0,75.0,7467.39,1.67
2023-04-03,Inactive,Vitamins,1,715.72,3.0,35.0,1,Pharmacy,Parsa-Bala,6027.379999999999,967.0,12459.0,75.0,7467.39,1.67
2023-04-03,New Users,Toilet Cleaner,3,480.21,1.0,18.0,1,Household Care,Batta-Doctor,3418.02,151.0,3693.0,77.0,7337.66,2.52
2023-04-03,Premium,Frozen Biryani,1,369.28,4.0,16.0,1,Instant & Frozen Food,Agate Ltd,5187.17,1113.0,16521.0,109.0,13009.05,2.325
2023-04-03,Premium,Toilet Cleaner,2,795.1,3.0,46.0,1,Household Care,"Gaba, Sodhi and Choudhary",5187.17,1113.0,16521.0,109.0,13009.05,2.325
2023-04-04,Inactive,Cola,3,2650.32,2.0,14.0,1,Cold Drinks & Juices,Pal-Sehgal,4985.54,990.0,7783.0,100.0,14401.65,2.055
2023-04-04,Inactive,Nuts,3,499.26,1.0,13.0,1,Snacks & Munchies,Kala-Vig,4985.54,990.0,7783.0,100.0,14401.65,2.055
2023-04-04,Inactive,Pulses,2,396.3,4.0,25.0,1,Grocery & Staples,Rastogi Group,4985.54,990.0,7783.0,100.0,14401.65,2.055
2023-04-04,New Users,Instant Noodles,3,1955.79,4.0,18.0,1,Instant & Frozen Food,"Nadig, Zachariah and Soni",5579.4,825.0,14069.0,190.0,13682.36,2.83
2023-04-04,Premium,Baby Wipes,1,114.52,4.0,17.0,1,Baby Care,Lall LLC,6323.120000000001,1149.0,9586.0,95.0,13714.869999999999,2.36
2023-04-04,Regular,Dog Food,2,162.7,3.0,32.0,1,Pet Care,"Shroff, Wason and Dugar",0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,Regular,Sugar,3,2127.24,5.0,8.0,1,Grocery & Staples,"Bahl, Jaggi and Nath",0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,Inactive,Biscuits,3,1449.15,2.0,18.0,1,Snacks & Munchies,Yohannan Inc,1239.22,712.0,9999.0,69.0,9901.62,2.45
2023-04-05,Inactive,Butter,2,1104.4,4.0,16.0,1,Dairy & Breakfast,Shetty-Bora,1239.22,712.0,9999.0,69.0,9901.62,2.45
2023-04-05,Inactive,Curd,2,963.26,4.0,30.0,1,Dairy & Breakfast,Shetty and Sons,1239.22,712.0,9999.0,69.0,9901.62,2.45
2023-04-05,Inactive,Mangoes,3,2840.58,1.0,14.0,1,Fruits & Vegetables,"Suresh, Bose and Bajwa",1239.22,712.0,9999.0,69.0,9901.62,2.45
2023-04-05,New Users,Baby Wipes,2,550.06,2.0,20.0,1,Baby Care,Loyal Inc,4906.1,280.0,3655.0,53.0,7788.79,1.61
2023-04-05,Premium,Dish Soap,1,508.0,4.0,21.0,1,Household Care,Dhar PLC,4673.030000000001,1103.0,15901.0,172.0,16418.98,3.295
2023-04-05,Premium,Dog Food,3,244.05,2.0,16.0,1,Pet Care,"Shroff, Wason and Dugar",4673.030000000001,1103.0,15901.0,172.0,16418.98,3.295
2023-04-05,Premium,Pet Treats,3,1793.73,4.0,14.0,1,Pet Care,Dubey-Sarin,4673.030000000001,1103.0,15901.0,172.0,16418.98,3.295
2023-04-05,Regular,Pet Treats,1,545.0,3.0,20.0,1,Pet Care,"Dyal, Saraf and Goel",0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,Inactive,Chips,2,749.36,5.0,9.0,1,Snacks & Munchies,Kadakia-Yadav,7534.969999999999,2600.0,17816.0,166.0,18527.61,1.7833333333333332
2023-04-06,Inactive,Frozen Pizza,3,921.69,4.0,19.0,1,Instant & Frozen Food,Sachdev Inc,7534.969999999999,2600.0,17816.0,166.0,18527.61,1.7833333333333332
2023-04-06,New Users,Frozen Pizza,2,106.98,2.0,10.0,1,Instant & Frozen Food,Chauhan Inc,12547.42,2104.0,16261.0,223.0,25636.29,2.65
2023-04-06,New Users,Lotion,1,84.2,3.0,17.0,1,Personal Care,Acharya PLC,12547.42,2104.0,16261.0,223.0,25636.29,2.65
2023-04-06,New Users,Milk,3,1796.4900000000002,4.0,20.0,1,Dairy & Breakfast,"Wali, Virk and Iyer",12547.42,2104.0,16261.0,223.0,25636.29,2.65
2023-04-06,New Users,Tomatoes,2,419.18,4.0,19.0,1,Fruits & Vegetables,Barad and Sons,12547.42,2104.0,16261.0,223.0,25636.29,2.65
2023-04-06,Premium,Bananas,3,2186.19,3.0,38.0,1,Fruits & Vegetables,"Wable, Randhawa and Mutti",3873.04,744.0,5698.0,99.0,5814.04,3.76
2023-04-06,Premium,Chips,2,749.36,4.0,10.0,1,Snacks & Munchies,Kadakia-Yadav,3873.04,744.0,5698.0,99.0,5814.04,3.76
2023-04-06,Premium,Lotion,1,878.07,3.0,11.0,1,Personal Care,Dalal-Shan,3873.04,744.0,5698.0,99.0,5814.04,3.76
2023-04-06,Premium,Mangoes,3,2776.95,5.0,26.0,1,Fruits & Vegetables,Mandal-Kar,3873.04,744.0,5698.0,99.0,5814.04,3.76
2023-04-06,Regular,Bread,1,882.51,4.0,11.0,1,Dairy & Breakfast,Kala Group,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,Regular,Dish Soap,3,1524.0,3.0,31.0,1,Household Care,Dhar PLC,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,Inactive,Ice Cream,3,1849.35,4.0,15.0,1,Instant & Frozen Food,Mohan-Virk,3233.39,630.0,6558.0,74.0,4216.39,2.21
2023-04-07,Inactive,Soap,1,48.55,5.0,15.0,1,Personal Care,"Shere, Thakur and Naik",3233.39,630.0,6558.0,74.0,4216.39,2.21
2023-04-07,New Users,Lotion,1,84.2,3.0,13.0,1,Personal Care,Acharya PLC,4353.75,157.0,5940.0,61.0,2476.51,2.76
2023-04-07,New Users,Soap,1,918.58,3.0,18.0,1,Personal Care,Mandal LLC,4353.75,157.0,5940.0,61.0,2476.51,2.76
2023-04-07,Premium,Bread,2,1902.86,4.0,25.0,1,Dairy & Breakfast,Roy-Char,9390.689999999999,2568.0,27222.0,271.0,20057.26,2.93
2023-04-07,Premium,Orange Juice,3,50.58,3.0,19.0,1,Cold Drinks & Juices,Toor-Nagar,9390.689999999999,2568.0,27222.0,271.0,20057.26,2.93
2023-04-07,Regular,Carrots,1,825.46,1.0,15.0,1,Fruits & Vegetables,Uppal Group,0.0,0.0,0.0,0.0,0.0,0.0
